song_title,artist,youtube_url,start_time,amp_model,gain,volume,treble,middle,bass,stomp_fx,mod_fx,delay_fx,reverb_fx,spectral_centroid,spectral_rolloff,spectral_flatness,mfccs,active_rms,crest_factor,rms_frames,stomp_score,mod_score,reverb_score,delay_score,delay_time_ms
Chamber of Reflection,Mac DeMarco,https://www.youtube.com/watch?v=jja0UmQZ6vY,42,Twin Clean,5.0,6.5,5.4,4.4,8.2,"{""type"": ""Sustain"", ""settings"": {""sense"": 5.0, ""level"": 5.0}}","{""type"": ""Chorus"", ""settings"": {""level"": 10.0, ""speed"": 4.5, ""depth"": 3.0}}","{""type"": ""Delay"", ""settings"": {""level"": 4.0, ""time"": 180, ""feedback"": 5.5, ""tone"": 5.5}}","{""type"": ""Spring 65"", ""settings"": {""level"": 5.5, ""decay"": 5.9, ""tone"": 1.0}}",1300.732041487135,2571.773681640625,0.00011119447,"[-263.87347412109375, 187.02552795410156, -72.43241882324219, 63.45795440673828]",0.06990203261375427,7.534121471771283,[0.12052242 0.14449207 0.16159318 ... 0.08330654 0.07172339 0.0582818 ],1.475878252676921e-05,0.3932918310165405,1.0,0.9389087557792664,92.87981859410431
Jockey Full of Bourbon,Tom Waits,https://www.youtube.com/watch?v=ipQgbKEK4s0,80,50s Twin,4.0,9.0,5.0,5.5,7.5,,"{""type"": ""Tremolo"", ""settings"": {""level"": 7.0, ""speed"": 3.0}}",,"{""type"": ""Spring 65"", ""settings"": {""level"": 2.5, ""decay"": 5.0, ""tone"": 5.0}}",1096.0976884195263,1885.5927242208222,9.808075e-05,"[-240.53248596191406, 198.7064666748047, -71.16722106933594, 3.7272942066192627]",0.0883370190858841,5.461926021748169,"[4.05326246e-05 4.78444854e-05 5.37580454e-05 ... 2.09972113e-02
 1.44410785e-02 9.05685406e-03]",1.7957170712179504e-05,0.28634119033813477,1.0,0.9528325796127319,92.87981859410431
Sultans of Swing,Dire Straits,https://www.youtube.com/watch?v=h0ffIJ7ZO4U,0,Twin Clean,4.0,8.0,7.5,7.5,3.0,"{""type"": ""Compressor"", ""settings"": {""type"": ""mid""}}","{""type"": ""Chorus"", ""settings"": {""level"": 4.5, ""speed"": 5, ""depth"": 5}}",,"{""type"": ""Spring 65"", ""settings"": {""level"": 2.5, ""decay"": 5, ""tone"": 5.5}}",1670.5844844979117,3345.6352095170455,0.0011434512,"[-253.6029510498047, 142.91490173339844, -59.561302185058594, 62.378509521484375]",0.045603904873132706,9.130622655679405,"[2.1210542e-05 2.6898872e-05 3.1326148e-05 ... 1.2020726e-02 9.3470952e-03
 6.4927670e-03]",0.00012523254554253072,0.17851854860782623,1.0,0.9316146969795227,92.87981859410431
Enter Sandman,Metallica,https://www.youtube.com/watch?v=CD-E-LDc384,35,90s Rock,9.0,7.0,9.0,1.5,5.0,,,,"{""type"": ""Small Room"", ""settings"": {""level"": 5.5, ""decay"": 5.5, ""tone"": 5.5}}",1987.3950247556897,3746.219445602523,0.0016405116,"[-157.31158447265625, 129.0310516357422, -77.93199920654297, 84.39897155761719]",0.09520894289016724,5.565229109469513,[0.04270346 0.05697157 0.07009105 ... 0.08641185 0.08013875 0.06559804],0.0002947787579614669,0.3903106451034546,0.0,0.932070255279541,92.87981859410431
Moonage Daydream,David Bowie,https://www.youtube.com/watch?v=RPUAldgS7Sg,87,70s Rock,7.0,9.5,4.5,5.5,7.0,,,,"{""type"": ""Large Hall"", ""settings"": {""level"": 4.0, ""decay"": 3.0, ""tone"": 7.0}}",1973.2805979573795,3888.5391405914124,0.005729344,"[-194.10496520996094, 121.45423889160156, -48.49388885498047, 71.08513641357422]",0.05578232929110527,8.157321314624838,[0.02627229 0.02877428 0.03223054 ... 0.05959548 0.05277889 0.03634349],0.0007023560465313494,0.18434327840805054,1.0,0.9626284241676331,92.87981859410431
Are You Looking Up,mk.gee,https://www.youtube.com/watch?v=DxdKr5PmlPw,60,Super Clean,5.5,10.0,10.0,9.1,9.1,"{""type"": ""Octobot"", ""settings"": {""direct"": 1.0, ""down"": 7.0, ""sizzle"": 5.0}}","{""type"": ""Chorus"", ""settings"": {""level"": 10.0, ""speed"": 3.2, ""depth"": 3.7}}","{""type"": ""Echo"", ""settings"": {""level"": 1.5, ""time"": 290, ""feedback"": 4.4, ""wow"": 6.8}}","{""type"": ""Plate"", ""settings"": {""level"": 9, ""decay"": 2.7, ""tone"": 4.0}}",819.5252726180041,1284.028016155103,0.0004874802,"[-255.1302032470703, 196.14398193359375, -4.05875825881958, -22.854572296142578]",0.12364894896745682,6.383194918189682,[0.00851579 0.02100484 0.03537533 ... 0.0167878  0.01357877 0.01070433],7.63693024055101e-05,0.4682730436325073,1.0,0.9228857159614563,92.87981859410431
Last Nite,The Strokes,https://www.youtube.com/watch?v=TOypSnKFHrE,95,Burn,1.8,5.0,8.7,6.6,4.2,"{""type"": ""5 Band EQ"", ""settings"": {""low"": 0.0, ""low_mid"": 0.0, ""mid"": 12.0, ""high_mid"": 0.0, ""high"": 0.0}}",,,"{""type"": ""Spring 65"", ""settings"": {""level"": 5.5, ""decay"": 4.5, ""tone"": 10.0}}",1475.8294872994852,2545.0499250438766,0.00039160578,"[-130.28964233398438, 195.21495056152344, -108.20414733886719, 37.074310302734375]",0.16478946805000305,4.885859044050203,[0.16488548 0.19310977 0.21157797 ... 0.18381312 0.15968877 0.13694729],8.015083585632965e-05,0.3858479857444763,1.0,0.9777058959007263,92.87981859410431
Good Times,Chic,https://www.youtube.com/watch?v=Q5C9oeKxJzo,0,Twin Clean,3.0,7.0,6.0,6.0,7.5,"{""type"": ""Compressor"", ""settings"": {""type"": ""mid""}}",,"{""type"": ""Delay"", ""settings"": {""level"": 5.0, ""time"": 483, ""feedback"": 3.0, ""tone"": 5.5}}","{""type"": ""Small Room"", ""settings"": {""level"": 4.0, ""decay"": 4.5, ""tone"": 3.5}}",2014.4183998418491,3798.1676207517726,0.0023932906,"[-258.57135009765625, 109.38787078857422, -52.11384582519531, 77.0239486694336]",0.04190492630004883,12.106090755539421,[0.00250534 0.00306583 0.00353841 ... 0.02311322 0.02009896 0.01389563],0.00019769309437833726,0.17831474542617798,1.0,0.8254445195198059,92.87981859410431
Unsung,Helmet,https://www.youtube.com/watch?v=JcF7W5eloYM,12,90s Rock,7.5,5.0,8.0,6.0,9.0,"{""type"": ""Octobot"", ""settings"": {""direct"": 8.5, ""down"": 5.0, ""sizzle"": 5.0}}","{""type"": ""Touch Wah"", ""settings"": {""level"": 2.0, ""thresh"": 7.5, ""mode"": ""HI-UP"", ""filter"": ""BPF"", ""peak"": 6.5}}","{""type"": ""Delay"", ""settings"": {""level"": 2.0, ""time"": 352, ""feedback"": 2.5, ""tone"": 1.0}}","{""type"": ""Large Hall"", ""settings"": {""level"": 2.5, ""decay"": 7.5, ""tone"": 6.0}}",2383.088788609295,3894.0360659014527,0.0029979383,"[-133.4234161376953, 120.56990051269531, -93.40142822265625, 93.71479034423828]",0.08512801676988602,6.300177994029388,"[4.14508469e-02 5.35128154e-02 6.64823800e-02 ... 1.18275122e-04
 1.01425685e-04 8.36046238e-05]",0.0004758496943395585,0.30144625902175903,1.0,0.9670170545578003,92.87981859410431
Dress,PJ Harvey,https://www.youtube.com/watch?v=4lS5jTedHBg,16,60s Uk Cln,6.0,6.0,5.5,6.5,5.0,"{""type"": ""Rock Dirt"", ""settings"": {""level"": 3.0, ""distort"": 5.0, ""filter"": 5.0}}",,,"{""type"": ""Large Hall"", ""settings"": {""level"": 2.0, ""decay"": 3.0, ""tone"": 10.0}}",1463.2226338200812,2947.9920991335557,0.0005341299,"[-232.80845642089844, 156.44967651367188, -75.41606140136719, 74.33843231201172]",0.0662950649857521,4.603989477490277,[0.02944754 0.04217351 0.05126997 ... 0.05257377 0.04793388 0.0412452 ],0.00011601455480558798,0.13827890157699585,0.0,0.9705930352210999,92.87981859410431
Attack of the Ghost Riders,The Raveonettes,https://www.youtube.com/watch?v=1gQEvupSrRY,55,Deluxe Cln,9.5,4.5,9.0,3.5,7.5,"{""type"": ""Sustain"", ""settings"": {""sense"": 5.0, ""level"": 5.0}}","{""type"": ""Chorus"", ""settings"": {""level"": 9.0, ""speed"": 4.5, ""depth"": 1.5}}","{""type"": ""Delay"", ""settings"": {""level"": 3.5, ""time"": 400, ""feedback"": 5.5, ""tone"": 5.5}}","{""type"": ""Large Hall"", ""settings"": {""level"": 10.0, ""decay"": 10.0, ""tone"": 8.0}}",2246.668210494333,3842.4288303732014,0.019120013,"[-60.18937301635742, 102.50012969970703, -67.2436752319336, 20.664669036865234]",0.11469399929046631,4.550049558546956,[0.0583154  0.07423921 0.08960577 ... 0.12726916 0.11275271 0.09471545],0.004202153999358416,0.10347622632980347,1.0,0.990807294845581,92.87981859410431
All's Well That Ends,Rainbow Kitten Surprise,https://www.youtube.com/watch?v=fSOl7lYSE3c,0,Twin Clean,4.5,5.5,6.0,7.5,6.9,"{""type"": ""Myth Drive"", ""settings"": {""level"": 7.0, ""gain"": 5.0, ""treble"": 5.0}}","{""type"": ""Chorus"", ""settings"": {""level"": 6.5, ""speed"": 3.0, ""depth"": 2.0}}",,"{""type"": ""Arena"", ""settings"": {""level"": 7.0, ""decay"": 4.7, ""tone"": 6.6}}",1002.9473891217971,2210.6524658203125,4.467465e-05,"[-326.76593017578125, 169.73361206054688, -35.86714172363281, 62.18162155151367]",0.06032929569482803,6.3597231721201934,[0.00010754 0.00013183 0.00015238 ... 0.09266861 0.0789402  0.06245838],7.024620572337881e-06,0.14737462997436523,0.0,0.9679509997367859,92.87981859410431
Play for Today,The Cure,https://www.youtube.com/watch?v=_iJ7U1qP7KA,30,Doom Metal,2.5,9.5,10.0,1.0,6.5,,"{""type"": ""Flanger"", ""settings"": {""level"": 10.0, ""speed"": 4.0, ""depth"": 4.5, ""feedback"": 8.0}}",,"{""type"": ""Large Hall"", ""settings"": {""level"": 4.0, ""decay"": 5.0, ""tone"": 8.0}}",1853.0253766389849,3627.323210209383,0.0017147957,"[-217.9175262451172, 122.29751586914062, -47.0538215637207, 74.60408782958984]",0.05896604061126709,7.021692610171773,[0.012847   0.0161461  0.01789927 ... 0.08036573 0.06865378 0.05295128],0.00024421396665275097,0.13130073249340057,1.0,0.9562667608261108,92.87981859410431
Pearly-Dewdrops' Drops,Cocteau Twins,https://www.youtube.com/watch?v=s-5Xgw6d3h0,0,Princeton,6.5,9.0,6.5,6.5,6.5,,"{""type"": ""Chorus"", ""settings"": {""level"": 10.0, ""speed"": 4.5, ""depth"": 3.0}}","{""type"": ""Delay"", ""settings"": {""level"": 5.0, ""time"": 400, ""feedback"": 9.0, ""tone"": 1.5}}","{""type"": ""Spring 65"", ""settings"": {""level"": 8.0, ""decay"": 3.5, ""tone"": 5.5}}",1111.8844826935128,2110.262284928259,0.000105358704,"[-343.3516845703125, 173.87005615234375, -58.5853157043457, 37.797245025634766]",0.03587932512164116,5.288529095373971,"[6.4845532e-05 7.9854290e-05 1.0452619e-04 ... 2.2280946e-02 2.0177744e-02
 1.8369962e-02]",1.992211582546588e-05,0.1005767285823822,1.0,0.9818752408027649,92.87981859410431
Helicopter,Bloc Party,https://www.youtube.com/watch?v=kkkA85hPtYw,135,Burn,6.9,6.5,3.5,8.5,2.0,"{""type"": ""Sustain"", ""settings"": {""sense"": 5.0, ""level"": 5.0}}","{""type"": ""Tremolo"", ""settings"": {""level"": 9.5, ""speed"": 6.5}}","{""type"": ""Delay"", ""settings"": {""level"": 2.5, ""time"": 547, ""feedback"": 8.0, ""tone"": 6.5}}","{""type"": ""Small Room"", ""settings"": {""level"": 9.0, ""decay"": 2.0, ""tone"": 5.5}}",1991.9607099507955,3014.184723258859,0.0006983326,"[-170.95684814453125, 162.02479553222656, -135.79501342773438, 55.98188400268555]",0.08746826648712158,5.6838408319156954,[0.05256907 0.06635777 0.07504842 ... 0.11623581 0.0977565  0.08482229],0.0001228627806995064,0.2392418384552002,1.0,0.9821475148200989,92.87981859410431
Sweet Child O' Mine,Guns N' Roses,https://www.youtube.com/watch?v=1w7OgIMMRc4,0,70s Rock,8.0,8.0,10.0,6.0,10.0,"{""type"": ""Blues Drive"", ""settings"": {""level"": 5.9, ""gain"": 10.0, ""tone"": 5.0, ""blend"": 5.0}}","{""type"": ""Touch Wah"", ""settings"": {""level"": 3.4, ""thresh"": 5.5, ""mode"": ""LO-UP"", ""filter"": ""HPF"", ""peak"": 5.5}}","{""type"": ""Delay"", ""settings"": {""level"": 2.5, ""time"": 226, ""feedback"": 5.5, ""tone"": 5.5}}","{""type"": ""Arena"", ""settings"": {""level"": 2.5, ""decay"": 5.5, ""tone"": 5.5}}",2303.130050033818,4270.697532952165,0.002545372,"[-208.62911987304688, 87.77509307861328, -60.80276107788086, 47.111576080322266]",0.051857803016901016,5.772350012574442,[0.00012015 0.00014616 0.00016771 ... 0.04991014 0.04407198 0.03653145],0.00044095932389609516,0.05234028398990631,0.0,0.9933151602745056,92.87981859410431
Kannon 1,Sunn O,https://www.youtube.com/watch?v=IswnGaGxvRQ,150,Doom Metal,7.5,6.0,8.0,4.0,7.0,"{""type"": ""Fuzz"", ""settings"": {""level"": 5.0, ""gain"": 5.0, ""vari"": ""loose""}}","{""type"": ""Vibratone"", ""settings"": {""level"": 6.5, ""speed"": 10.0, ""depth"": 2.5, ""feedback"": 7.0, ""phase"": 6.0}}","{""type"": ""Echo"", ""settings"": {""level"": 3.0, ""time"": 361, ""feedback"": 3.0, ""wow"": 7.5}}","{""type"": ""Arena"", ""settings"": {""level"": 5.0, ""decay"": 5.5, ""tone"": 3.5}}",1533.951356124889,3179.744654963022,0.0007822763,"[-111.98391723632812, 165.7281036376953, -73.33634185791016, 70.19328308105469]",0.14997033774852753,4.333642693689257,[0.08280227 0.1028565  0.11911672 ... 0.19269116 0.16535638 0.12073544],0.0001805123611120507,0.11107417196035385,0.0,0.9931975603103638,92.87981859410431
Firth of Fifth,Genesis,https://www.youtube.com/watch?v=Rz-tHZEr37I,390,60s Uk Cln,4.4,6.0,7.0,4.5,4.0,"{""type"": ""Overdrive"", ""settings"": {""level"": 4.5, ""gain"": 5.5, ""low"": 5.5, ""mid"": 5.0, ""high"": 5.0}}","{""type"": ""Chorus"", ""settings"": {""level"": 3.3, ""speed"": 2.6, ""depth"": 3.5}}","{""type"": ""Echo"", ""settings"": {""level"": 4.8, ""time"": 450, ""feedback"": 3.4, ""wow"": 1.5}}","{""type"": ""Plate"", ""settings"": {""level"": 3.7, ""decay"": 4.0, ""tone"": 4.5}}",1831.2405632873413,3202.85995731221,0.0007781383,"[-202.55157470703125, 117.29621124267578, -84.5357666015625, 39.67375564575195]",0.10078530758619308,5.416828344839672,[0.0656707  0.08362993 0.09727311 ... 0.11674587 0.10292681 0.08619873],0.00014365199604071677,0.11349606513977051,0.0,0.9851037859916687,92.87981859410431
Kilby Girl,The Backseat Lovers,https://www.youtube.com/watch?v=oTwVce9eWb4,60,Twin Clean,3.6,5.9,7.0,6.0,4.0,"{""type"": ""Overdrive"", ""settings"": {""level"": 5.5, ""gain"": 3.6, ""low"": 5.5, ""mid"": 5.5, ""high"": 5.5}}",,,"{""type"": ""Large Hall"", ""settings"": {""level"": 3.8, ""decay"": 3.2, ""tone"": 7.2}}",1482.9319165532859,2752.6870764307228,0.00046110526,"[-155.2106475830078, 167.67991638183594, -84.5675048828125, 59.132259368896484]",0.13898806273937225,6.025414948954599,[0.07151464 0.08396363 0.09442797 ... 0.10309307 0.10306812 0.10301404],7.652671047253534e-05,0.19633357226848602,1.0,0.9840781688690186,92.87981859410431
Maple Syrup,The Backseat Lovers,https://www.youtube.com/watch?v=Gl2TEwnacwM,205,Princeton,7.0,5.0,6.0,4.6,1.9,"{""type"": ""Myth Drive"", ""settings"": {""level"": 7.0, ""gain"": 8.0, ""treble"": 7.0}}",,,"{""type"": ""Spring 65"", ""settings"": {""level"": 5.5, ""decay"": 3.2, ""tone"": 5.5}}",1791.7469101150305,3414.1201647694315,0.002586406,"[-82.59549713134766, 133.32566833496094, -62.095542907714844, 46.32646179199219]",0.15231113135814667,4.5332738547309885,[0.09092429 0.1128139  0.13313684 ... 0.11131488 0.09725018 0.08161685],0.0005705381045117974,0.08290746808052063,0.0,0.9927662014961243,92.87981859410431
Every Breath You Take,The Police,https://www.youtube.com/watch?v=OMOGaugKpzs,0,Princeton,3.3,6.0,6.5,4.5,3.2,,"{""type"": ""Chorus"", ""settings"": {""level"": 2.5, ""speed"": 3.0, ""depth"": 3.5}}","{""type"": ""Echo"", ""settings"": {""level"": 4.0, ""time"": 400, ""feedback"": 2.5, ""wow"": 1.2}}","{""type"": ""Plate"", ""settings"": {""level"": 2.5, ""decay"": 3.0, ""tone"": 5.0}}",765.3466769151614,1281.9202053931451,0.00014170182,"[-342.1563720703125, 203.8421173095703, -11.744735717773438, 16.933916091918945]",0.0494825541973114,8.245748852254751,"[4.1818199e-05 5.1170562e-05 5.9070349e-05 ... 5.8629237e-02 5.3729370e-02
 3.4187373e-02]",1.718483144941274e-05,0.15895166993141174,1.0,0.950076162815094,92.87981859410431
Shed,Title Fight,https://www.youtube.com/watch?v=SE41j8h6P4g,10,80s Rock,2.0,7.0,4.0,6.0,8.0,,"{""type"": ""Chorus"", ""settings"": {""level"": 4.0, ""speed"": 4.6, ""depth"": 3.5}}",,"{""type"": ""Large Hall"", ""settings"": {""level"": 3.8, ""decay"": 3.2, ""tone"": 7.2}}",1626.5621626384125,2904.775809799159,0.0015307484,"[-182.9365692138672, 167.51475524902344, -94.76483154296875, 52.89378356933594]",0.06592265516519547,5.393221457900696,[0.05374002 0.06417464 0.07288582 ... 0.07261319 0.06429224 0.05339173],0.00028382817981764674,0.0720691978931427,0.0,0.9842133522033691,92.87981859410431
Iron Man,Black Sabbath,https://www.youtube.com/watch?v=iFgqckcGpDA,30,Twin Clean,4.5,6.5,4.0,6.5,2.0,"{""type"": ""Big Fuzz"", ""settings"": {""level"": 5.0, ""tone"": 5.0, ""sustain"": 5.0}}",,,"{""type"": ""Large Hall"", ""settings"": {""level"": 4.0, ""decay"": 10.0, ""tone"": 1.0}}",2046.46105713801,3754.912664497535,0.0037440008,"[-147.43374633789062, 118.21794128417969, -65.01679229736328, 63.98160934448242]",0.08749084174633026,5.248362580706639,[0.07146931 0.08507692 0.09776137 ... 0.10120396 0.08896736 0.07409519],0.0007133653853088617,0.12905076146125793,0.0,0.979475200176239,92.87981859410431
Just Like Honey,The Jesus and Mary Chain,https://www.youtube.com/watch?v=7EgB__YratE,60,Twin Clean,3.0,7.5,7.0,6.5,6.0,"{""type"": ""Big Fuzz"", ""settings"": {""level"": 7.5, ""tone"": 5.0, ""sustain"": 5.0}}",,,"{""type"": ""Spring 65"", ""settings"": {""level"": 10.0, ""decay"": 6.0, ""tone"": 4.5}}",2391.3325977792815,4288.055122534803,0.0068144226,"[-182.4020233154297, 95.25257110595703, -76.50944519042969, 66.08466339111328]",0.044775210320949554,5.025938786203378,[0.04237427 0.05091508 0.05815716 ... 0.05458961 0.04810633 0.03959447],0.0013558503706008196,0.04936179518699646,0.0,0.9901065826416016,92.87981859410431
